source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007166,cell surface receptor signaling pathway,1.761007651572405e-110,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2834,474,271,20972,0.5717299578059072,0.09562455892731123,query_1,['GO:0007165']
GO:BP,GO:0009605,response to external stimulus,1.9418937938910717e-108,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2427,474,252,20972,0.5316455696202531,0.103831891223733,query_1,['GO:0050896']
GO:BP,GO:0048584,positive regulation of response to stimulus,3.882280465487643e-107,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2320,474,246,20972,0.5189873417721519,0.1060344827586207,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0002684,positive regulation of immune system process,3.5026243758554175e-106,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1111,474,182,20972,0.38396624472573837,0.1638163816381638,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:BP,GO:0006952,defense response,2.0050756945650645e-103,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1883,474,222,20972,0.46835443037974683,0.11789697291556028,query_1,['GO:0006950']
GO:BP,GO:0051239,regulation of multicellular organismal process,1.6316102731527045e-100,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2923,474,264,20972,0.5569620253164557,0.09031816626753336,query_1,"['GO:0032501', 'GO:0050789']"
GO:CC,GO:0005576,extracellular region,2.7194649994783983e-99,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",4249,479,303,22155,0.6325678496868476,0.07131089668157213,query_1,['GO:0110165']
GO:BP,GO:0007165,signal transduction,1.1202430404316378e-97,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6063,474,359,20972,0.7573839662447257,0.05921161141349167,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0048583,regulation of response to stimulus,7.820483352522714e-96,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,474,297,20972,0.6265822784810127,0.0743801652892562,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0023052,signaling,5.3422046723811745e-92,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6558,474,365,20972,0.770042194092827,0.055657212564806345,query_1,['GO:0050789']
GO:CC,GO:0005615,extracellular space,1.007100651215996e-91,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3252,479,261,22155,0.5448851774530271,0.08025830258302583,query_1,"['GO:0005576', 'GO:0110165']"
GO:MF,GO:0005102,signaling receptor binding,2.031737108566789e-90,True,"""Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:bf, GOC:ceb, ISBN:0198506732]",1346,473,183,20208,0.386892177589852,0.13595839524517087,query_1,['GO:0005515']
GO:BP,GO:0007154,cell communication,2.9450304746827638e-90,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",6598,474,364,20972,0.7679324894514767,0.05516823279781752,query_1,['GO:0009987']
GO:BP,GO:0051240,positive regulation of multicellular organismal process,9.373409453115758e-90,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1639,474,196,20972,0.41350210970464135,0.11958511287370348,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0006950,response to stress,2.646659879017302e-88,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3984,474,288,20972,0.6075949367088608,0.07228915662650602,query_1,['GO:0050896']
GO:BP,GO:0051716,cellular response to stimulus,2.8173707089111205e-88,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7425,474,381,20972,0.8037974683544303,0.05131313131313131,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0050776,regulation of immune response,1.4338658288365816e-87,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",970,474,156,20972,0.3291139240506329,0.16082474226804125,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']"
GO:CC,GO:0009897,external side of plasma membrane,3.3798236132123254e-86,True,"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]",397,479,108,22155,0.2254697286012526,0.27204030226700254,query_1,"['GO:0005886', 'GO:0009986', 'GO:0098552']"
GO:BP,GO:0048518,positive regulation of biological process,2.9684777923908726e-85,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6150,474,347,20972,0.7320675105485233,0.05642276422764227,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0046649,lymphocyte activation,5.636850984219216e-85,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",811,474,143,20972,0.30168776371308015,0.17632552404438964,query_1,['GO:0045321']
GO:MF,GO:0060089,molecular transducer activity,1.9325270878773035e-84,True,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",1513,473,186,20208,0.39323467230443976,0.12293456708526107,query_1,['GO:0003674']
GO:MF,GO:0038023,signaling receptor activity,1.9325270878773035e-84,True,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",1513,473,186,20208,0.39323467230443976,0.12293456708526107,query_1,['GO:0060089']
GO:BP,GO:0016477,cell migration,1.6903059084176468e-82,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1532,474,183,20972,0.3860759493670886,0.11945169712793734,query_1,['GO:0048870']
GO:BP,GO:0098609,cell-cell adhesion,1.732645534168959e-80,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",965,474,149,20972,0.3143459915611814,0.1544041450777202,query_1,['GO:0007155']
GO:BP,GO:0006954,inflammatory response,2.4325984555771016e-79,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",873,474,142,20972,0.29957805907172996,0.16265750286368844,query_1,['GO:0006952']
GO:BP,GO:0032501,multicellular organismal process,8.246194433289564e-79,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",7337,474,368,20972,0.7763713080168776,0.050156739811912224,query_1,['GO:0008150']
GO:BP,GO:0002252,immune effector process,1.7959827210673304e-78,True,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",710,474,130,20972,0.2742616033755274,0.18309859154929578,query_1,['GO:0002376']
GO:BP,GO:0040011,locomotion,1.895571341045128e-78,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1236,474,163,20972,0.3438818565400844,0.13187702265372167,query_1,['GO:0008150']
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,7.970461593760365e-78,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1777,474,190,20972,0.4008438818565401,0.10692177827799662,query_1,['GO:0008150']
GO:BP,GO:0050865,regulation of cell activation,1.6223201255258188e-77,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",627,474,123,20972,0.25949367088607594,0.19617224880382775,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']"
GO:BP,GO:0032101,regulation of response to external stimulus,1.0608896434379214e-76,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1092,474,153,20972,0.3227848101265823,0.1401098901098901,query_1,"['GO:0009605', 'GO:0048583']"
GO:CC,GO:0031982,vesicle,1.3764821340212432e-76,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4032,479,269,22155,0.5615866388308977,0.06671626984126984,query_1,['GO:0043227']
GO:BP,GO:0002697,regulation of immune effector process,7.47787049535743e-76,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",395,474,102,20972,0.21518987341772153,0.2582278481012658,query_1,"['GO:0002252', 'GO:0002682']"
GO:CC,GO:0098552,side of membrane,1.6482599705829496e-75,True,"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]",731,479,126,22155,0.2630480167014614,0.17236662106703146,query_1,"['GO:0016020', 'GO:0110165']"
GO:BP,GO:0030155,regulation of cell adhesion,2.6954387014551997e-75,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",780,474,132,20972,0.27848101265822783,0.16923076923076924,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0007159,leukocyte cell-cell adhesion,5.617703898180825e-75,True,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",413,474,103,20972,0.21729957805907174,0.24939467312348668,query_1,['GO:0098609']
GO:BP,GO:0002694,regulation of leukocyte activation,3.276590610273444e-73,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",572,474,115,20972,0.24261603375527427,0.20104895104895104,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']"
GO:BP,GO:0048522,positive regulation of cellular process,4.618756301206444e-73,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5739,474,321,20972,0.6772151898734177,0.05593308938839519,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0048870,cell motility,8.570841625929368e-72,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1794,474,184,20972,0.3881856540084388,0.10256410256410256,query_1,['GO:0009987']
GO:BP,GO:0042110,T cell activation,2.8363889286847846e-71,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",581,474,114,20972,0.24050632911392406,0.1962134251290878,query_1,['GO:0046649']
GO:BP,GO:0050900,leukocyte migration,1.3583191829339185e-70,True,"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]",386,474,97,20972,0.20464135021097046,0.25129533678756477,query_1,"['GO:0002376', 'GO:0016477']"
GO:CC,GO:0016020,membrane,2.716127605641201e-69,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9975,479,403,22155,0.8413361169102297,0.04040100250626567,query_1,['GO:0110165']
GO:BP,GO:0006935,chemotaxis,4.59360927282838e-69,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",456,474,102,20972,0.21518987341772153,0.2236842105263158,query_1,"['GO:0042221', 'GO:0042330']"
GO:BP,GO:0042330,taxis,7.337226774889461e-69,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",458,474,102,20972,0.21518987341772153,0.22270742358078602,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0050778,positive regulation of immune response,2.9907884103043446e-68,True,"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",775,474,125,20972,0.26371308016877637,0.16129032258064516,query_1,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']"
GO:BP,GO:0001816,cytokine production,1.684555827995482e-67,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",786,474,125,20972,0.26371308016877637,0.15903307888040713,query_1,"['GO:0010467', 'GO:0032501']"
REAC,REAC:R-HSA-168256,Immune System,2.2870162402953074e-67,True,Immune System,2086,438,245,11056,0.5593607305936074,0.1174496644295302,query_1,['REAC:0000000']
GO:BP,GO:0042221,response to chemical,4.741054591455771e-66,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3863,474,256,20972,0.540084388185654,0.06626973854517215,query_1,['GO:0050896']
GO:BP,GO:0001817,regulation of cytokine production,7.610034707939209e-66,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",780,474,123,20972,0.25949367088607594,0.1576923076923077,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:BP,GO:0051249,regulation of lymphocyte activation,2.7781955430566242e-64,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",506,474,102,20972,0.21518987341772153,0.2015810276679842,query_1,"['GO:0002694', 'GO:0046649']"
GO:BP,GO:0009607,response to biotic stimulus,1.0326781113322142e-63,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1652,474,168,20972,0.35443037974683544,0.1016949152542373,query_1,['GO:0050896']
GO:BP,GO:0051707,response to other organism,1.084752802506696e-63,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1610,474,166,20972,0.350210970464135,0.1031055900621118,query_1,"['GO:0043207', 'GO:0044419']"
GO:BP,GO:0043207,response to external biotic stimulus,1.4327980678547495e-63,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1613,474,166,20972,0.350210970464135,0.10291382517048978,query_1,"['GO:0009605', 'GO:0009607']"
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,5.904398956633957e-62,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",375,474,89,20972,0.1877637130801688,0.23733333333333334,query_1,"['GO:0007159', 'GO:0022407']"
GO:BP,GO:0002696,positive regulation of leukocyte activation,7.654990897893004e-61,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",363,474,87,20972,0.18354430379746836,0.2396694214876033,query_1,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']"
GO:BP,GO:0030334,regulation of cell migration,8.748631708489618e-61,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",944,474,128,20972,0.270042194092827,0.13559322033898305,query_1,"['GO:0016477', 'GO:2000145']"
GO:CC,GO:0031410,cytoplasmic vesicle,1.1065068520584286e-60,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2548,479,197,22155,0.4112734864300626,0.0773155416012559,query_1,"['GO:0005737', 'GO:0097708']"
GO:BP,GO:0045785,positive regulation of cell adhesion,1.1159305952173134e-60,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",483,474,97,20972,0.20464135021097046,0.20082815734989648,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
GO:CC,GO:0097708,intracellular vesicle,1.875078167887006e-60,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2556,479,197,22155,0.4112734864300626,0.0770735524256651,query_1,"['GO:0031982', 'GO:0043231']"
GO:BP,GO:0002443,leukocyte mediated immunity,2.890263660000229e-60,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,474,96,20972,0.20253164556962025,0.20210526315789473,query_1,['GO:0002252']
GO:BP,GO:0050867,positive regulation of cell activation,3.289204476205312e-60,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",380,474,88,20972,0.18565400843881857,0.23157894736842105,query_1,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
GO:BP,GO:0022407,regulation of cell-cell adhesion,8.496642832158769e-60,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",493,474,97,20972,0.20464135021097046,0.19675456389452334,query_1,"['GO:0030155', 'GO:0098609']"
GO:BP,GO:0050789,regulation of biological process,3.7956863778366696e-59,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12397,474,439,20972,0.9261603375527426,0.035411793175768334,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0060326,cell chemotaxis,5.690142734879472e-59,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",315,474,81,20972,0.17088607594936708,0.2571428571428571,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']"
GO:BP,GO:0051241,negative regulation of multicellular organismal process,1.1989980986870767e-58,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1091,474,134,20972,0.28270042194092826,0.1228230980751604,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,3.483296627150093e-58,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,474,74,20972,0.15611814345991562,0.29365079365079366,query_1,"['GO:0002443', 'GO:0002697']"
GO:BP,GO:0040012,regulation of locomotion,3.622918818718639e-58,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1046,474,131,20972,0.27637130801687765,0.12523900573613767,query_1,"['GO:0040011', 'GO:0050789']"
GO:BP,GO:0002699,positive regulation of immune effector process,1.274866109181725e-57,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,474,74,20972,0.15611814345991562,0.2890625,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0042127,regulation of cell population proliferation,1.5027705518652762e-57,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1639,474,160,20972,0.33755274261603374,0.09762050030506407,query_1,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:2000145,regulation of cell motility,1.635385284835798e-57,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1005,474,128,20972,0.270042194092827,0.12736318407960198,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
GO:BP,GO:0065007,biological regulation,2.2435776866025357e-57,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,474,443,20972,0.9345991561181435,0.03459856294907841,query_1,['GO:0008150']
GO:MF,GO:0004888,transmembrane signaling receptor activity,2.7783684348032805e-57,True,"""Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."" [GOC:go_curators, Wikipedia:Transmembrane_receptor]",1283,473,144,20208,0.3044397463002114,0.1122369446609509,query_1,['GO:0038023']
GO:BP,GO:1901652,response to peptide,3.256090144632645e-57,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",993,474,127,20972,0.2679324894514768,0.12789526686807653,query_1,['GO:0042221']
GO:BP,GO:0050863,regulation of T cell activation,3.266172586740139e-57,True,"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]",386,474,86,20972,0.18143459915611815,0.22279792746113988,query_1,"['GO:0042110', 'GO:0051249']"
GO:BP,GO:0002250,adaptive immune response,5.073019740247523e-57,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",761,474,113,20972,0.23839662447257384,0.14848883048620237,query_1,['GO:0006955']
GO:BP,GO:0030335,positive regulation of cell migration,1.1008518229748167e-56,True,"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]",544,474,98,20972,0.20675105485232068,0.1801470588235294,query_1,"['GO:0016477', 'GO:0030334', 'GO:2000147']"
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,1.90134257848585e-56,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,474,66,20972,0.13924050632911392,0.34196891191709844,query_1,"['GO:0002449', 'GO:0002703']"
GO:BP,GO:0034097,response to cytokine,4.222296417156087e-56,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",979,474,125,20972,0.26371308016877637,0.12768130745658834,query_1,['GO:1901652']
GO:BP,GO:0040017,positive regulation of locomotion,1.2745838024903542e-55,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",586,474,100,20972,0.2109704641350211,0.17064846416382254,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']"
GO:BP,GO:0009967,positive regulation of signal transduction,2.741086270575162e-55,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1569,474,154,20972,0.32489451476793246,0.09815168897386871,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0050794,regulation of cellular process,3.1431487254792253e-55,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11962,474,428,20972,0.9029535864978903,0.035779969904698214,query_1,"['GO:0009987', 'GO:0050789']"
