source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0009605,response to external stimulus,2.6001940613836634e-108,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2427,492,257,20972,0.5223577235772358,0.10589204779563247,query_1,['GO:0050896']
GO:BP,GO:0006952,defense response,3.887678408614823e-106,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1883,492,229,20972,0.4654471544715447,0.12161444503451939,query_1,['GO:0006950']
GO:BP,GO:0002684,positive regulation of immune system process,3.991147143688618e-106,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1111,492,185,20972,0.37601626016260165,0.16651665166516652,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:CC,GO:0005615,extracellular space,1.707910276228779e-103,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3252,497,280,22155,0.5633802816901409,0.08610086100861009,query_1,"['GO:0005576', 'GO:0110165']"
GO:MF,GO:0005102,signaling receptor binding,2.1735742668988647e-99,True,"""Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:bf, GOC:ceb, ISBN:0198506732]",1346,490,195,20208,0.3979591836734694,0.1448736998514116,query_1,['GO:0005515']
GO:BP,GO:0007165,signal transduction,3.7467488177210515e-99,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6063,492,370,20972,0.7520325203252033,0.06102589477156523,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0051239,regulation of multicellular organismal process,4.363487244111389e-98,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2923,492,267,20972,0.5426829268292683,0.09134450906602805,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0048583,regulation of response to stimulus,6.9340340739001315e-96,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,492,304,20972,0.6178861788617886,0.07613323315802654,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0023052,signaling,4.196614827938703e-93,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6558,492,376,20972,0.7642276422764228,0.057334553217444344,query_1,['GO:0050789']
GO:BP,GO:0007154,cell communication,2.3615653024565033e-91,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",6598,492,375,20972,0.7621951219512195,0.056835404668081235,query_1,['GO:0009987']
GO:BP,GO:0051240,positive regulation of multicellular organismal process,4.898309285460452e-90,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1639,492,200,20972,0.4065040650406504,0.12202562538133008,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0051716,cellular response to stimulus,1.4477295805237377e-89,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7425,492,393,20972,0.7987804878048781,0.05292929292929293,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0016477,cell migration,9.631550073702441e-89,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1532,492,193,20972,0.39227642276422764,0.12597911227154046,query_1,['GO:0048870']
GO:BP,GO:0006954,inflammatory response,1.5576343065923764e-87,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",873,492,152,20972,0.3089430894308943,0.17411225658648338,query_1,['GO:0006952']
GO:CC,GO:0009897,external side of plasma membrane,5.761349415101699e-87,True,"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]",397,497,110,22155,0.22132796780684105,0.2770780856423174,query_1,"['GO:0005886', 'GO:0009986', 'GO:0098552']"
GO:BP,GO:0006950,response to stress,5.2177105553056265e-86,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3984,492,292,20972,0.5934959349593496,0.07329317269076305,query_1,['GO:0050896']
GO:BP,GO:0050776,regulation of immune response,7.175141815647159e-86,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",970,492,157,20972,0.31910569105691056,0.1618556701030928,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']"
GO:BP,GO:0048518,positive regulation of biological process,2.499244735673832e-84,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6150,492,355,20972,0.7215447154471545,0.05772357723577236,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0046649,lymphocyte activation,1.4739316917348372e-83,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",811,492,144,20972,0.2926829268292683,0.17755856966707767,query_1,['GO:0045321']
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.76390507558597e-83,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1777,492,200,20972,0.4065040650406504,0.11254924029262803,query_1,['GO:0008150']
GO:BP,GO:0040011,locomotion,1.982927488742735e-81,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1236,492,169,20972,0.3434959349593496,0.13673139158576053,query_1,['GO:0008150']
GO:MF,GO:0060089,molecular transducer activity,2.3480005260992343e-81,True,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",1513,490,186,20208,0.3795918367346939,0.12293456708526107,query_1,['GO:0003674']
GO:MF,GO:0038023,signaling receptor activity,2.3480005260992343e-81,True,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",1513,490,186,20208,0.3795918367346939,0.12293456708526107,query_1,['GO:0060089']
GO:BP,GO:0032501,multicellular organismal process,1.7787204019298272e-79,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",7337,492,379,20972,0.7703252032520326,0.05165599018672482,query_1,['GO:0008150']
GO:BP,GO:0098609,cell-cell adhesion,6.336175621013439e-79,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",965,492,150,20972,0.3048780487804878,0.15544041450777202,query_1,['GO:0007155']
GO:CC,GO:0031982,vesicle,1.0917854350936757e-78,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4032,497,278,22155,0.5593561368209256,0.0689484126984127,query_1,['GO:0043227']
GO:BP,GO:0048870,cell motility,2.5122329350481164e-77,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1794,492,194,20972,0.3943089430894309,0.10813823857302118,query_1,['GO:0009987']
GO:BP,GO:0002252,immune effector process,2.5525895544254763e-77,True,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",710,492,131,20972,0.266260162601626,0.18450704225352113,query_1,['GO:0002376']
GO:BP,GO:0032101,regulation of response to external stimulus,5.191273548140865e-77,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1092,492,156,20972,0.3170731707317073,0.14285714285714285,query_1,"['GO:0009605', 'GO:0048583']"
GO:CC,GO:0098552,side of membrane,1.2785918091526689e-76,True,"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]",731,497,129,22155,0.2595573440643863,0.17647058823529413,query_1,"['GO:0016020', 'GO:0110165']"
GO:BP,GO:0002697,regulation of immune effector process,2.375053023904869e-75,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",395,492,103,20972,0.20934959349593496,0.2607594936708861,query_1,"['GO:0002252', 'GO:0002682']"
GO:BP,GO:0030155,regulation of cell adhesion,3.8260375892245026e-75,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",780,492,134,20972,0.27235772357723576,0.1717948717948718,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0050865,regulation of cell activation,2.8375983334113944e-74,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",627,492,122,20972,0.24796747967479674,0.19457735247208932,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']"
GO:BP,GO:0048522,positive regulation of cellular process,1.5828450637287335e-73,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5739,492,330,20972,0.6707317073170732,0.057501306847882905,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0002694,regulation of leukocyte activation,2.2663911149464776e-72,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",572,492,116,20972,0.23577235772357724,0.20279720279720279,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']"
GO:BP,GO:0007159,leukocyte cell-cell adhesion,5.754075864822053e-72,True,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",413,492,102,20972,0.2073170731707317,0.2469733656174334,query_1,['GO:0098609']
GO:BP,GO:0051707,response to other organism,1.4244111685331642e-68,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1610,492,175,20972,0.3556910569105691,0.10869565217391304,query_1,"['GO:0043207', 'GO:0044419']"
GO:BP,GO:0043207,response to external biotic stimulus,1.9142745305186962e-68,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1613,492,175,20972,0.3556910569105691,0.10849349039057657,query_1,"['GO:0009605', 'GO:0009607']"
GO:BP,GO:0050778,positive regulation of immune response,3.4614653337000423e-68,True,"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",775,492,127,20972,0.258130081300813,0.1638709677419355,query_1,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']"
GO:BP,GO:0050900,leukocyte migration,1.0649936480766553e-67,True,"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]",386,492,96,20972,0.1951219512195122,0.24870466321243523,query_1,"['GO:0002376', 'GO:0016477']"
GO:BP,GO:0009607,response to biotic stimulus,1.1735788894098467e-67,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1652,492,176,20972,0.35772357723577236,0.10653753026634383,query_1,['GO:0050896']
GO:BP,GO:0042110,T cell activation,4.088802792708562e-67,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",581,492,112,20972,0.22764227642276422,0.1927710843373494,query_1,['GO:0046649']
GO:BP,GO:0042221,response to chemical,1.1312159045184134e-66,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3863,492,263,20972,0.5345528455284553,0.0680818017085167,query_1,['GO:0050896']
REAC,REAC:R-HSA-168256,Immune System,2.0524399719670392e-66,True,Immune System,2086,456,250,11056,0.5482456140350878,0.11984659635666348,query_1,['REAC:0000000']
GO:BP,GO:0001816,cytokine production,2.0853411278483573e-66,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",786,492,126,20972,0.25609756097560976,0.16030534351145037,query_1,"['GO:0010467', 'GO:0032501']"
GO:BP,GO:0006935,chemotaxis,3.7280949064851026e-66,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",456,492,101,20972,0.20528455284552846,0.22149122807017543,query_1,"['GO:0042221', 'GO:0042330']"
GO:BP,GO:0042330,taxis,5.910396859174683e-66,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",458,492,101,20972,0.20528455284552846,0.2205240174672489,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0001817,regulation of cytokine production,8.684661750487647e-65,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",780,492,124,20972,0.25203252032520324,0.15897435897435896,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:CC,GO:0016020,membrane,1.1281390933673017e-64,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9975,497,409,22155,0.8229376257545271,0.04100250626566416,query_1,['GO:0110165']
GO:BP,GO:0051249,regulation of lymphocyte activation,1.1087834074013028e-63,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",506,492,103,20972,0.20934959349593496,0.20355731225296442,query_1,"['GO:0002694', 'GO:0046649']"
GO:BP,GO:0030334,regulation of cell migration,2.1938648656997483e-63,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",944,492,133,20972,0.2703252032520325,0.1408898305084746,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0030335,positive regulation of cell migration,1.4358447203205587e-62,True,"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]",544,492,105,20972,0.21341463414634146,0.19301470588235295,query_1,"['GO:0016477', 'GO:0030334', 'GO:2000147']"
GO:BP,GO:0002696,positive regulation of leukocyte activation,8.703296485179748e-62,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",363,492,89,20972,0.18089430894308944,0.24517906336088155,query_1,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']"
GO:BP,GO:0040017,positive regulation of locomotion,2.7542359831489994e-61,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",586,492,107,20972,0.21747967479674796,0.1825938566552901,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']"
GO:BP,GO:0040012,regulation of locomotion,1.5072085050094582e-60,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1046,492,136,20972,0.2764227642276423,0.13001912045889102,query_1,"['GO:0040011', 'GO:0050789']"
GO:BP,GO:2000147,positive regulation of cell motility,2.3995406783124953e-60,True,"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]",571,492,105,20972,0.21341463414634146,0.18388791593695272,query_1,"['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']"
GO:BP,GO:0045785,positive regulation of cell adhesion,3.6379313744549224e-60,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",483,492,98,20972,0.1991869918699187,0.2028985507246377,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
GO:BP,GO:2000145,regulation of cell motility,5.652909880840626e-60,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1005,492,133,20972,0.2703252032520325,0.13233830845771144,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
GO:BP,GO:0050789,regulation of biological process,6.470788619515385e-60,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12397,492,454,20972,0.9227642276422764,0.03662176332983787,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0050867,positive regulation of cell activation,6.530077110250004e-60,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",380,492,89,20972,0.18089430894308944,0.23421052631578948,query_1,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
GO:CC,GO:0097708,intracellular vesicle,1.6813915009578555e-59,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2556,497,200,22155,0.4024144869215292,0.0782472613458529,query_1,"['GO:0031982', 'GO:0043231']"
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,2.918684820969913e-59,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",375,492,88,20972,0.17886178861788618,0.23466666666666666,query_1,"['GO:0007159', 'GO:0022407']"
GO:BP,GO:0051241,negative regulation of multicellular organismal process,3.9061753539846823e-59,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1091,492,137,20972,0.2784552845528455,0.12557286892758937,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']"
GO:CC,GO:0031410,cytoplasmic vesicle,5.462744839474851e-59,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2548,497,199,22155,0.40040241448692154,0.07810047095761381,query_1,"['GO:0005737', 'GO:0097708']"
GO:BP,GO:0002699,positive regulation of immune effector process,5.5452874495858765e-59,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,492,76,20972,0.15447154471544716,0.296875,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0009967,positive regulation of signal transduction,1.2195941825669824e-57,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1569,492,160,20972,0.3252032520325203,0.10197578075207138,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0023056,positive regulation of signaling,5.748233436382776e-57,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1779,492,169,20972,0.3434959349593496,0.09499718943226532,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
GO:BP,GO:0065007,biological regulation,5.814184708107268e-57,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,492,457,20972,0.9288617886178862,0.03569197125898157,query_1,['GO:0008150']
GO:BP,GO:0032103,positive regulation of response to external stimulus,7.069250440765548e-57,True,"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]",645,492,107,20972,0.21747967479674796,0.16589147286821707,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048584']"
GO:BP,GO:0002443,leukocyte mediated immunity,1.8902239731552945e-56,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,492,94,20972,0.1910569105691057,0.19789473684210526,query_1,['GO:0002252']
GO:BP,GO:0060326,cell chemotaxis,2.2419712610345267e-56,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",315,492,80,20972,0.16260162601626016,0.25396825396825395,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']"
GO:BP,GO:0042127,regulation of cell population proliferation,9.195087921269448e-56,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1639,492,161,20972,0.32723577235772355,0.09823062843197071,query_1,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:0051251,positive regulation of lymphocyte activation,9.69525281542904e-56,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",331,492,81,20972,0.16463414634146342,0.24471299093655588,query_1,"['GO:0002696', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,1.2499077355591515e-55,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,492,73,20972,0.1483739837398374,0.2896825396825397,query_1,"['GO:0002443', 'GO:0002697']"
GO:BP,GO:0050794,regulation of cellular process,1.656569661571949e-55,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11962,492,442,20972,0.8983739837398373,0.03695034275204815,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0010647,positive regulation of cell communication,1.9658359047569844e-55,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1778,492,167,20972,0.3394308943089431,0.09392575928008999,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
GO:BP,GO:0008284,positive regulation of cell population proliferation,3.283533990137944e-55,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",923,492,123,20972,0.25,0.13326110509209102,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
